Timestamp,I agree to these terms and conditions,Which of the following roles best describes you?,Which of the following do you have significant formal training in or experience with? Select all that apply.,Where do you currently primarily work?,How would you describe your work?,How would you rate your computational skills?,How would you rate your comfort in developing new computational skills?,How manual would you say your current typical analysis workflow(s) are? ,How do you generally go about solving an image analysis problem? Check the approach(es) you use the most.,"Have you ever used forum.image.sc, and how?",How frequently do you use scripting to solve image analysis problems?,How frequently do you use machine learning (including but not limited to deep learning or Large Language Models) to solve image analysis problems?,"In regards to learning more about image analysis, how preferable do you find each of these instructional methods? [Scholarly ""best practices"" article]","In regards to learning more about image analysis, how preferable do you find each of these instructional methods? [Written step-by-step tutorial]","In regards to learning more about image analysis, how preferable do you find each of these instructional methods? [Video tutorial]","In regards to learning more about image analysis, how preferable do you find each of these instructional methods? [Interactive webinar]","In regards to learning more about image analysis, how preferable do you find each of these instructional methods? [One-on-one ""office hours"" with an expert]","In regards to learning more about image analysis, how preferable do you find each of these instructional methods? [In person seminar/tutorial lasting <1 day]","In regards to learning more about image analysis, how preferable do you find each of these instructional methods? [Multiday workshop]","In regards to learning more about image analysis, how preferable do you find each of these instructional methods? [Human+machine dialogues with an LLM]",How interested are you in learning more about the following topics? [Image analysis theory],How interested are you in learning more about the following topics? [General image analysis best practices],How interested are you in learning more about the following topics? [Image analysis practices related to my (sub) discipline],How interested are you in learning more about the following topics? [Learning to use a particular software tool],How interested are you in learning more about the following topics? [Deep learning as applied to image analysis],How interested are you in learning more about the following topics? [Analyzing large images/large numbers of images],How interested are you in learning more about the following topics? [Visualizing image analysis results],How interested are you in learning more about the following topics? [Image analysis training and education (pedagogy)],The next question will ask you about particular image analysis tools and techniques. Do you want to answer questions about microscopy in the field/area of life sciences or physical sciences?,What image analysis tools have you used before? (check all that apply),What image analysis tools do you use the most?,"If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, QuPath, Icy, CellProfiler, napari or others), what makes you select these tools in particular? [Cost]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, QuPath, Icy, CellProfiler, napari or others), what makes you select these tools in particular? [Ease of use]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, QuPath, Icy, CellProfiler, napari or others), what makes you select these tools in particular? [Ease of access]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, QuPath, Icy, CellProfiler, napari or others), what makes you select these tools in particular? [Flexibility]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, QuPath, Icy, CellProfiler, napari or others), what makes you select these tools in particular? [Availability of tutorials]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, QuPath, Icy, CellProfiler, napari or others), what makes you select these tools in particular? [The ability to perform analyses without prior programming knowledge]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, QuPath, Icy, CellProfiler, napari or others), what makes you select these tools in particular? [Reproducibility/transparency about how analysis was done]",What kinds of images do you commonly want to analyze (select all that apply? [Brightfield/DIC/phase-contrast of cells or organisms from manually selected fields],What kinds of images do you commonly want to analyze (select all that apply? [Brightfield/DIC/phase-contrast of cells or organisms from an automated microscope (such as a high content imager)],What kinds of images do you commonly want to analyze (select all that apply? [Fluorescent images of cells/organisms from manually selected fields],What kinds of images do you commonly want to analyze (select all that apply? [Fluorescent images of cells/organisms from an automated microscope (such as a high content imager)],What kinds of images do you commonly want to analyze (select all that apply? [Histologically stained tissue sections],What kinds of images do you commonly want to analyze (select all that apply? [Electron microscopy],What kinds of images do you commonly want to analyze (select all that apply? [Imaging mass spectrometry],What kinds of images do you commonly want to analyze (select all that apply? [Imaging flow cytometry],What kinds of images do you commonly want to analyze (select all that apply? [Superresolution (PALM/STORM)],What kinds of images do you commonly want to analyze (select all that apply? [Autofluorescence imaging (i.e. FLIM)],What kinds of images do you commonly want to analyze (select all that apply? [Other],"What image analysis problems (i.e. finding nuclei, tissue analysis, analysis of super-resolution data, etc) do you think are generally well-solved?","What image analysis problems (i.e. finding nuclei, tissue analysis, analysis of super-resolution data, etc) do you wish had easier/better solutions?",How do you decide when your workflow is right/good enough?,What image analysis tools have you used before? (check all that apply).1,What image analysis tools do you use the most?.1,"If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, Gwyddion or others), what makes you use these tools rather than commercial software or computational libraries and scripts? [Cost]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, Gwyddion or others), what makes you use these tools rather than commercial software or computational libraries and scripts? [Ease of use]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, Gwyddion or others), what makes you use these tools rather than commercial software or computational libraries and scripts? [Ease of access]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, Gwyddion or others), what makes you use these tools rather than commercial software or computational libraries and scripts? [Flexibility]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, Gwyddion or others), what makes you use these tools rather than commercial software or computational libraries and scripts? [Availability of tutorials]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, Gwyddion or others), what makes you use these tools rather than commercial software or computational libraries and scripts? [The ability to perform analyses without prior programming knowledge]","If/when you use open source point-and-click software tools (e.g. ImageJ, Fiji, Gwyddion or others), what makes you use these tools rather than commercial software or computational libraries and scripts? [Reproducibility/transparency about how analysis was done]",What kinds of images do you commonly want to analyze (select all that apply? [Optical microscopy/DIC/fractography],What kinds of images do you commonly want to analyze (select all that apply? [Scanning electron microscopy (secondary electron or back scattered imaging)],"What kinds of images do you commonly want to analyze (select all that apply? [Transmission electron microscopy (including electron diffraction and STEM imaging, e.g. HAADF-STEM)]","What kinds of images do you commonly want to analyze (select all that apply? [Spectroscopy/diffractive imaging in the SEM/TEM (eg. EDS, EBSD, EELS, CL)]",What kinds of images do you commonly want to analyze (select all that apply? [Imaging with mass spectrometry (eg SIMS/APT)],What kinds of images do you commonly want to analyze (select all that apply? [X-ray microscopy (including tomography)],"What kinds of images do you commonly want to analyze (select all that apply? [Scanning probe microscopy (AFM, STM and related techniques)]",What kinds of images do you commonly want to analyze (select all that apply? [Fluorescence microscopy],What kinds of images do you commonly want to analyze (select all that apply? [Other].1,"What image analysis problems (i.e. segmenting particles, 3D reconstruction, spectroscopic analysis, extracting force/mechanical property measurements, etc) do you think are generally well-solved?","What image analysis problems (i.e. segmenting particles, 3D reconstruction, spectroscopic analysis, extracting force/mechanical property measurements, etc) do you wish had easier/better solutions?",How do you decide when your workflow is right/good enough?.1,Where did you hear about this survey? Please select all that apply.,Please select any of the following you have attended in the past,"How would you most prefer to be notified about image analysis workshops, sessions, or conferences being planned?","Are there any image analysis workshops, tutorials, or conferences that you have participated in and found particularly helpful?  If yes, what made them beneficial?","Have you put into practice things you have learned at image analysis workshops/tutorials? If not, why not?",Are there any conferences you've attended in the past that you think would particularly benefit from the addition/expansion of image analysis offerings?,"What specific topics (i.e. overviews of a particular tool, comparisons between pieces of software, or how to use a certain tool for a certain kind of experiment) would you like to see prioritized for future image analysis workshop and tutorial offerings?",What do you think analysis tool CREATORS (such as software developers) could/should do to make image analysis better and more successful? How best could we encourage them to do it?,What do you think analysis tool USERS (such as microscopists) could/should do to make image analysis better and more successful?  How best could we encourage them to do it?,"What, if anything, would make forum.image.sc more useful to you?",Any other thoughts?,Single_Role,Trainee_Status,Work,Computation,Comfort,Manual,Science_Cat,In_Practice
10/22/2024 2:18:56,Yes,"Research scientist/associate/staff, Image/data analyst",Chemistry/Biochemistry,Europe,5,4,4,6.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature","I use it as a place to look for information, and I sometimes post questions there",6,2,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Very preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,"Life sciences: e.g. biology, biomedicine",Commercial software that comes with my microscope,"Open source point-and-click software (ImageJ, Fiji, QuPath, Icy, CellProfiler, napari, etc)",Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,2D,"2D, 2D + time","2D, 2D + time","2D, 2D + time, 3D (<3000x3000x100)",,,,,2D,2D,,"finding nuclei,",SR data,positive +negative controls of workflow,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference dedicated to imaging or image analysis",Email list,"in-hand workshop, possibility to disscuss my own problems",yes,,going through entire workflow path - from raw images to final data (e.g. plot),"video tutorials, provide raw data (e.g. images) that can be use in training guided by tutorials",,,,Faculty/Staff,Non Trainee,Balanced,Medium Skill,Medium Comfort,Highly Manual,Life Sciences,Yes
10/22/2024 2:53:54,Yes,Research scientist/associate/staff,"Physics/Biophysics, Image analysis/processing",Europe,4,4,4,5.0,Look up solutions generally on the internet (Google),"I use it as a place to look for information, but I don't post there (and don't especially want to)",6,2,Somewhat preferable,Very preferable,Very preferable,Very preferable,Moderately preferable,Not at all preferable,Not at all preferable,Moderately preferable,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Somewhat interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Open source point-and-click software, Computational libraries and scripts","Computational libraries and scripts (Python e.g. scikit-image, MATLAB, etc)",Moderately important,Very important,Very important,Very important,Somewhat important,Not at all important,Very important,2D + time,,"2D, 2D + time, 3D (<3000x3000x100), 3D + time",,2D,"2D, 2D + time",,,"2D + time, 3D (<3000x3000x100), 3D + time",2D + time,,,Neuron segmentation or nuclei segmentation in compact tissues,If it is reproducible and apply well to different type of samples (healthy vs pathological),No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis","Postings on image.sc forum or microforum, Email list, Other","The tutor was very clear and patient, he spent plenty of time in examples and explanations. It was a in person course of 2 days, so we had time to study and come up with questions on the second day. The workshop covered many aspects of Fiji/ImageJ",,,Overviews of a software or a particular tool with examples of its use,Improve easy to use and examples of use,Make robust acquisition protocols and analysis scripts and share them with the community. ,,,Faculty/Staff,Non Trainee,Balanced,Medium Skill,Medium Comfort,Variable Automation,Life Sciences,
10/22/2024 3:07:41,Yes,Facility director/manager,"Cell/Molecular Biology, Image analysis/processing",North America,4,6,5,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up or ask on forum.image.sc, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature","I answer questions and/or make announcements there, and may also sometimes post my own questions",6,7,Very preferable,Very preferable,Very preferable,Somewhat preferable,Moderately preferable,Very preferable,Moderately preferable,Not at all preferable,Somewhat interested,Somewhat interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software","Open source point-and-click software (ImageJ, Fiji, QuPath, Icy, CellProfiler, napari, etc)",Moderately important,Very important,Very important,Very important,Very important,Very important,Very important,,2D + time,"3D (<3000x3000x100), 3D + time","2D, 3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume)",2D,,,,,,,There is good improvement in nuclear segmentation. Overall I think there is still a lot of work to be done. ,"More robust methods for tissue analysis - defining certain tissue regions - pixel classifiers are not good enough, we need deep learning for that.","I'm trying to estimate the error associated with my analysis. If the cumulative errors are less than ~20% of the expected difference between groups that will typically be good enough. When possible I try to do the same analysis on a different image coming from the same sample (eg. tissue scanned twice on the slide scanner). This help to get a feeling for the amount of variability that is introduced by different steps of the workflow. I rely on visual checks at major analysis milestones and look whether the numbers I get at the end make sense visually when I get back to my images. I sometimes do the analysis with different levels of stringency (for example, looking at collagen in tissue and setting up threshold to find only the most positive fibers vs being more liberal and capturing also the weakly stained ones), and trying to see if my settings are changing the outcome of the analysis. In most cases, the general trend is preserved regardless of the parameters, but if it's not then I dig deeper and try to understand why this is happening.  ",No tools,No tools,,,,,,,,,,,,,,,,,,,,"Postings on image.sc forum or microforum, Twitter / X, Email list","Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis, Hackathon (software development meetup) dedicated to imaging or image analysis","Postings on image.sc forum or microforum, A discipline-specific society or network, Twitter / X, Email list, Central online calendar of events",,"I got quite a bit from the theory behind and general ideas for image analysis. The tutorials made me aware of the existence of the tools, but when I got back to them to solve my problem I often found a lot of issues with formatting my data so they will fit the tool.",,"I think more expert-led, in-depth workshops on specific image analysis topics are needed (eg. 77 different ways to look at collagen - what can we learn from density, fiber alignment, branching patterns, heterogeneity of thick and thin fibers, etc.). I think there is a lot of overview material already, but getting more into how to deal with different artifacts, work across larger datasets, fine-tune the analysis for particular types of studies would be very valuable. I would like to learn more about spatial analysis (clustering, non-random distribution of objects) in the context of the tissue - where we have natural boundaries and how to deal with them. ",,,The forum is great but searching for relevant posts is becoming more challenging. I often find bits of code that are written for older versions of QuPath and they no longer work in the new releases. Maybe introducing software version tags would be a good idea? I would also love to have a more centralized place for exchange of experiences on sample preparation. MicroForum is a good start but it's not a very lively community.,,Facility Director/Manager,Non Trainee,Balanced,High Skill,Medium Comfort,Variable Automation,Life Sciences,No
10/22/2024 3:10:45,Yes,Facility director/manager,"Physics/Biophysics, Chemistry/Biochemistry",Europe,2,5,7,4.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions on a particular website (please list below), stack","I use it as a place to look for information, and I sometimes post questions there",6,2,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Not at all preferable,Moderately preferable,Not at all preferable,Somewhat interested,Moderately interested,Very interested,Moderately interested,Somewhat interested,Somewhat interested,Not at all interested,Very interested,"Life sciences: e.g. biology, biomedicine","Open source point-and-click software, Computational libraries and scripts","Open source point-and-click software (ImageJ, Fiji, QuPath, Icy, CellProfiler, napari, etc)",Very important,Moderately important,Very important,Very important,Moderately important,Not at all important,Very important,2D + time,2D + time,"2D, 2D + time","2D, 2D + time",,,,,,,,"identification of spots, tracking, segmentation of well separated objects","working with unlabeled cells, label free segmentation of dense cell layers ",When it answers your scientific question ,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis","A discipline-specific society or network, Email list","neubias cf staff training school, trends in microscopy","yes, neubias school --> FIJI workshop",,,"good documentation, examplary use cases",,,,Facility Director/Manager,Non Trainee,Imaging,Medium Skill,High Comfort,Variable Automation,Life Sciences,Yes
10/22/2024 3:34:32,Yes,Facility staff,"Cell/Molecular Biology, Developmental Biology",Europe,2,5,6,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions on a particular website (please list below), Look up solutions in the scientific literature",I've seen it come up in search results but I don't use it as a place to regularly look for information,2,1,Somewhat preferable,Somewhat preferable,Very preferable,Moderately preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Very interested,Moderately interested,Somewhat interested,Moderately interested,Somewhat interested,Somewhat interested,Very interested,Very interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software","Open source point-and-click software (ImageJ, Fiji, QuPath, Icy, CellProfiler, napari, etc)",Very important,Very important,Very important,Moderately important,Very important,Moderately important,Moderately important,2D + time,,3D large volume + time,,2D,,,,,,,,,,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,Workshop/tutorial on imaging or image analysis,"My local microscopy facility, Central online calendar of events",,Yes - run image basics and introduction to image analysis workshops for the facility due to lack of understanding in the department,,,,,,,Faculty/Staff,Non Trainee,Imaging,Medium Skill,High Comfort,Variable Automation,Life Sciences,Yes
10/22/2024 3:39:03,Yes,"Research scientist/associate/staff, Facility staff","Cell/Molecular Biology, Medicine, Image analysis/processing",Europe,3,5,4,4.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature","I use it as a place to look for information, and I sometimes post questions there",6,2,Somewhat preferable,Moderately preferable,Very preferable,Somewhat preferable,Very preferable,Very preferable,Somewhat preferable,Somewhat preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software, Computational libraries and scripts","Computational libraries and scripts (Python e.g. scikit-image, MATLAB, etc)",Moderately important,Moderately important,Very important,Very important,Moderately important,Moderately important,Somewhat important,,,2D + time,2D + time,,,,,,,,,cell segmentation,visual inspection,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis","Email list, Central online calendar of events",,,,,,,,,Faculty/Staff,Non Trainee,Balanced,Medium Skill,Medium Comfort,Variable Automation,Life Sciences,
10/22/2024 3:51:45,Yes,Facility director/manager,"Chemistry/Biochemistry, Cell/Molecular Biology, Image analysis/processing",Europe,4,3,5,4.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",I've seen it come up in search results but I don't use it as a place to regularly look for information,3,1,Moderately preferable,Very preferable,Moderately preferable,Moderately preferable,Not at all preferable,Not at all preferable,Not at all preferable,Somewhat preferable,Somewhat interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Open source point-and-click software, Computational libraries and scripts","Commercial software that comes with my microscope (ie Columbus, Elements, Softworx, Zen, etc)",Very important,Very important,Very important,Very important,Very important,Moderately important,Very important,2D,2D,"2D, 3D (<3000x3000x100)",2D,,,,2D,,,"2D, 3D (SPIM/large volume)",,,,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,Workshop/tutorial on imaging or image analysis,"Other social media, Email list",,Yes,,co-registration with different imaging modalities,,,,,Facility Director/Manager,Non Trainee,Balanced,Medium Skill,Medium Comfort,Variable Automation,Life Sciences,Yes
10/22/2024 4:10:53,Yes,Facility director/manager,Cell/Molecular Biology,Europe,2,3,4,3.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google)","I use it as a place to look for information, but I don't post there (but I do want to or wish I could)",1,2,Moderately preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat interested,Moderately interested,Very interested,Very interested,Moderately interested,Very interested,Moderately interested,Moderately interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software","Open source point-and-click software (ImageJ, Fiji, QuPath, Icy, CellProfiler, napari, etc)",Somewhat important,Moderately important,Somewhat important,Moderately important,Very important,Very important,Somewhat important,2D,"2D, 2D + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time",2D,,,,,,,"Finding nuclei and segmentation of well defined objects (whole cells/cytoplasm, well stained neurons etc.) ","3D analysis, poorly separated objects and objects with varying intensities and shapes.",If it works and doesn't make me rage-quit. It doesn't have to be perfect or the fastest.,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis","A discipline-specific society or network, Other social media, Email list",Usually I have found the ones that only focus one method or a small area of research the most useful. These are usually smaller in size and more compact in general. ,Yes.,,How to use a certain tool a certain way(s). I find more specific tutorials more useful.,"Include tutorials that at the very least explain all the options available, even if they are ""well known"" for the image analysis community.",,,,Facility Director/Manager,Non Trainee,Imaging,Medium Skill,Medium Comfort,Variable Automation,Life Sciences,Yes
10/22/2024 4:15:05,Yes,"Research scientist/associate/staff, Image/data analyst","Physics/Biophysics, Statistics/Biostatistics, Image analysis/processing, Computer science, Electrical & Computer engineering, Software engineering, Computer vision, Deep learning",Asia,5,7,7,6.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature","I use it as a place to look for information, but I don't post there (but I do want to or wish I could)",7,6,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Not at all preferable,Somewhat preferable,Moderately preferable,Moderately interested,Moderately interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Moderately interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software, Computational libraries and scripts","Computational libraries and scripts (Python e.g. scikit-image, MATLAB, etc)",Moderately important,Very important,Very important,Somewhat important,Somewhat important,Moderately important,Very important,2D + time,2D,3D large volume + time,2D,,2D,,,3D large volume + time,2D,,finding nuclei,cell segmentation,Reproducibility,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis","Postings on image.sc forum or microforum, A discipline-specific society or network, Twitter / X, Email list",Networking,,Focus on microscopy,Comparisons between pieces of software.,Include more examples and validate with different versions of the language they are using.,Publish in forums or on GitHub the problems they face when reproducing the software.,,,Faculty/Staff,Non Trainee,Balanced,High Skill,High Comfort,Highly Manual,Life Sciences,
10/22/2024 4:23:25,Yes,Undergraduate/Graduate student,"Cell/Molecular Biology, Developmental Biology",Europe,4,5,7,3.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Ask a large language model, Look up or ask on forum.image.sc, Look up solutions in the scientific literature","I use it as a place to look for information, but I don't post there (but I do want to or wish I could)",2,3,Somewhat preferable,Very preferable,Somewhat preferable,Not at all preferable,Moderately preferable,Very preferable,Somewhat preferable,Very preferable,Somewhat interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Somewhat interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software, Computational libraries and scripts","Other commercial software (Imaris, Volocity, etc)",Very important,Moderately important,Very important,Very important,Not at all important,Very important,Very important,,,3D (<3000x3000x100),"3D (<3000x3000x100), 3D (SPIM/large volume)",3D (<3000x3000x100),,,,,,,Cell counting ,Adapting of automatization to poor imaging conditions,,No tools,No tools,,,,,,,,,,,,,,,,,,,,"My local microscopy facility, Email list",Conference session on imaging or image analysis,"Word of mouth, My local microscopy facility, Other social media",no,have not yet found something useful,FENS,Comparison of software instead of just trying to sell it ,Give better tutorials instead of waiting for the field to come up with solutions to missing information on tools. Documentation is missing a lot!,Share workflows and SOPs that are of use ,,,Student,Trainee,Balanced,Medium Skill,High Comfort,Variable Automation,Life Sciences,No
10/22/2024 5:09:40,Yes,Principal investigator,Cell/Molecular Biology,Europe,4,4,2,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",I've never heard of it,1,1,Very preferable,Moderately preferable,Moderately preferable,Moderately preferable,Moderately preferable,Very preferable,Moderately preferable,Somewhat preferable,Not at all interested,Very interested,Very interested,Moderately interested,Somewhat interested,Moderately interested,Moderately interested,Not at all interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software","Open source point-and-click software (ImageJ, Fiji, QuPath, Icy, CellProfiler, napari, etc)",Very important,Very important,Very important,Very important,Very important,Very important,Very important,3D + time,3D + time,3D + time,3D + time,2D + time,,,3D (<3000x3000x100),,,,Clear identification of an object (e.g. zebrafish larvae),,,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,Workshop/tutorial on imaging or image analysis,"My local microscopy facility, Email list",,,,,,,,,Principle Investigator,Non Trainee,Balanced,Medium Skill,Low Comfort,Variable Automation,Life Sciences,
10/22/2024 5:17:15,Yes,Facility director/manager,Developmental Biology,Europe,3,5,5,5.0,Sit down with a tool I know and start playing with the data,"I use it as a place to look for information, but I don't post there (but I do want to or wish I could)",6,4,Somewhat preferable,Moderately preferable,Moderately preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Not at all preferable,Somewhat interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,"Life sciences: e.g. biology, biomedicine","Other commercial software, Open source point-and-click software, Computational libraries and scripts","Open source point-and-click software (ImageJ, Fiji, QuPath, Icy, CellProfiler, napari, etc)",Very important,Moderately important,Very important,Moderately important,Moderately important,Not at all important,Somewhat important,2D + time,2D + time,"2D, 2D + time, 3D (<3000x3000x100), 3D + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time",2D,,,,,,,Finding nuclei,Neuronal network analysis,I check if segmentation works fine on images of different experimental conditions,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,Workshop/tutorial on imaging or image analysis,"Email list, Central online calendar of events",NEUBIAS,Yes!,,"Specialized sessions on QuPath, Python",Create video recordings of how to use their tools,Writing all steps or share the pipeline when publishing,It is already very useful,,Facility Director/Manager,Non Trainee,Balanced,Medium Skill,Medium Comfort,Variable Automation,Life Sciences,Yes
10/22/2024 5:29:09,Yes,Facility staff,"Cell/Molecular Biology, Image analysis/processing",Europe,3,4,4,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me","I use it as a place to look for information, but I don't post there (and don't especially want to)",5,4,Somewhat preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Somewhat interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Somewhat interested,Somewhat interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software, Computational libraries and scripts","Commercial software that comes with my microscope (ie Columbus, Elements, Softworx, Zen, etc)",Very important,Moderately important,Very important,Moderately important,Moderately important,Somewhat important,Somewhat important,"2D, 2D + time",,"2D, 2D + time, 3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume), 3D large volume + time",,2D,"2D, 3D (<3000x3000x100)",,,,,,"Cell / objects counting, relative intensity measurement",Cell / objects counting,When we are able to have an analysis results which is robust and reproductible between experimental conditions. ,No tools,No tools,,,,,,,,,,,,,,,,,,,,Other,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis","A discipline-specific society or network, Email list",,"Yes, on Fiji or QuPath for instance",,,"Sometimes more user-friendly tools. For instance, often complicted to use tools based on Python (installation problems, GUI, etc...)",Know the good analysis practice,,,Faculty/Staff,Non Trainee,Balanced,Medium Skill,Medium Comfort,Variable Automation,Life Sciences,Yes
10/22/2024 5:30:49,Yes,Research scientist/associate/staff,"Cell/Molecular Biology, Image analysis/processing",Europe,3,3,3,4.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",I've never heard of it,2,2,Somewhat preferable,Very preferable,Moderately preferable,Moderately preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Somewhat interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,"Life sciences: e.g. biology, biomedicine","Commercial software that comes with my microscope, Other commercial software, Open source point-and-click software","Open source point-and-click software (ImageJ, Fiji, QuPath, Icy, CellProfiler, napari, etc)",Very important,Very important,Very important,Very important,Very important,Very important,Very important,"2D + time, 3D (<3000x3000x100), 3D + time, 3D large volume + time","2D + time, 3D (<3000x3000x100), 3D + time, 3D large volume + time","2D + time, 3D (<3000x3000x100), 3D + time, 3D large volume + time","2D + time, 3D (<3000x3000x100), 3D + time, 3D large volume + time",2D,"2D, 3D (<3000x3000x100)","2D, 3D (<3000x3000x100)",2D + time,"2D + time, 3D + time, 3D large volume + time",2D,,Simple segmentation,"Complex segmentation of cellular structures, identification of structures",When more than 90% of the images can be reliably and consistently analysed with it with minor error,No tools,No tools,,,,,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis","Word of mouth, My local microscopy facility, Other social media, Email list",,,,,,,,,Faculty/Staff,Non Trainee,Balanced,Medium Skill,Medium Comfort,Variable Automation,Life Sciences,
